X1,X2,X3,X4,X5,X6,X7,X8,Y
Yes,Cold,3.46,3.55,8.24,97.01,16.83,NA,110.18
No,NA,4.03,3.85,33.18,99.51,26.35,23.98,95.34
No,Cold,6.51,6.72,4.07,91.36,76.2,76.48,112.21
Yes,Hot,5.13,5,6.68,96.86,42.17,46.07,98.64
No,Cold,6.85,7.04,2.63,91.9,68.4,72.01,108.83
No,Neutral,2.38,2.33,5.86,99.23,94.12,91.28,110.24
No,Cold,5.61,5.76,NA,91.24,14.88,12.46,111.39
Yes,Cold,4.37,4.4,14.25,95.17,53.45,NA,115.32
Yes,Neutral,2.05,2.1,12.58,95.92,40.54,43.64,108.78
Yes,Cold,4.69,4.87,4.45,98.45,93.44,94.28,120.05
Yes,NA,3.68,3.61,1.96,82.72,22.3,17.57,93.73
No,Neutral,5.13,5.17,3.54,98.61,24.24,23.49,108.96
Yes,Neutral,2.79,2.82,8.63,81.65,56.17,54.99,108.49
Yes,Neutral,3.23,3.19,5.35,69.23,33.51,33.44,105.44
Yes,Neutral,4.37,4.54,1.81,98.85,48.4,49.76,111.76
Yes,Neutral,1,NA,4.28,94.86,76.04,76.2,106.7
No,Hot,6.44,6.17,10.09,99.66,51.4,NA,92.7
Yes,Cold,7.7,7.94,5.24,71.32,85.84,80.89,111.91
Yes,Neutral,5.94,5.68,1.46,70.27,58.97,57.66,119.36
No,Neutral,7.94,8.25,21.82,95.54,2.73,5.62,107.13
No,Neutral,2.2,2.29,10.88,83.52,NA,58.98,96.19
NA,Cold,7.82,8.12,3.32,97.81,21.1,18.96,99.83
Yes,Neutral,5.14,NA,NA,88.52,89.46,87.83,103.77
Yes,Neutral,4.41,4.19,4.92,97.01,37.41,41.32,111.73
Yes,Neutral,4,NA,8.4,78.35,59.96,63.16,112.24
No,Neutral,3.66,3.8,1.49,96.68,89.57,86.29,104.08
No,Neutral,4.07,4.14,NA,86.91,53.47,56.93,99.19
Yes,Neutral,1.39,1.39,22.04,65.82,66.55,63.1,101.54
NA,Neutral,2.81,2.83,28.15,97.62,10.39,7.51,116.66
Yes,Neutral,6.74,6.9,3.07,1,3.94,8.68,105.38
No,Neutral,3.54,3.44,NA,86.05,32.61,27.61,98.3
Yes,Cold,8.37,8.22,21.92,68.57,28.42,NA,118.55
No,Cold,6.62,6.47,5.89,87.47,37.04,32.45,110.82
No,Cold,5.6,5.54,23.07,86.05,2.05,1,98.4
Yes,Hot,5.24,5.17,17.28,82.86,82.52,NA,104.45
Yes,Neutral,6.22,6.19,17.86,71.76,90.5,95.3,109.5
No,Neutral,7.65,7.46,13.14,93.66,96.89,96.89,114.35
Yes,Neutral,8.5,8.73,27.2,76.47,83.19,87.22,120.79
Yes,Cold,6.95,NA,19.37,87.38,3.51,1,114.32
NA,Neutral,6.27,6.42,3.27,95.21,15.51,12.82,107.21
No,Hot,4.64,4.51,2.63,89.65,63.47,58.77,94.85
Yes,Hot,4.08,4.18,15.12,90.19,61.62,65.38,98.63
No,NA,4.19,4.07,38.75,95.12,9.59,12.42,110.2
No,Neutral,3.18,3.11,NA,85.04,16.2,17.53,104.45
No,Cold,1.78,1.79,36.34,96.89,27.89,23.8,95.3
Yes,Hot,4.43,4.52,2.24,91.73,55.26,54.75,103.8
Yes,Hot,4.93,5.14,1.03,97.68,21.92,22.04,103.94
Yes,Neutral,8.56,8.36,3.53,89.64,71.47,73.86,119.29
NA,Neutral,6.21,6.09,16.89,87.8,26.63,24.92,109.09
Yes,Hot,2.15,2.1,1.94,91.1,19.15,21.18,96.92
No,Neutral,NA,5.12,11.38,NA,61.97,60.08,109
No,Hot,4.79,4.58,12.44,85.78,95.79,98.66,89.63
NA,Cold,NA,6.41,1.43,95.58,16.89,20.63,92.95
Yes,Neutral,2.23,NA,NA,98.15,96.07,100,100.93
Yes,Neutral,5.39,5.24,31.73,87.62,11.65,12.17,117.45
Yes,Hot,6.37,6.68,34.15,97.83,27.07,29.14,109.2
No,Neutral,7.36,7.72,12.23,NA,69.09,71.52,111.05
Yes,Neutral,NA,4.5,3.37,94.52,60.57,61.05,107.06
No,Neutral,7.48,7.34,5.73,92.11,89.33,90.04,108.47
Yes,Neutral,2.52,2.53,38.94,79.88,36.02,34.96,113
No,NA,4,4.2,43.09,82.4,68.5,70.54,99.47
Yes,Hot,1,1,11.06,NA,7.57,2.77,104.67
Yes,Cold,6.48,6.29,6.16,99.67,7.55,4.33,120.75
No,Neutral,5.11,4.9,31.04,81.54,84.46,82.91,114.85
No,Neutral,7.87,7.97,14.52,95.88,63.49,64.04,114.84
No,Neutral,3.95,4.13,1.8,79.37,50.34,46.44,104.71
No,Neutral,8.95,9.39,30.26,89.05,68.66,64.78,115.76
Yes,Hot,5.93,5.76,3.16,81.96,95.52,95.39,94.63
No,Hot,4.95,5.18,11.79,63.51,16.44,12.47,91.76
No,Neutral,6.08,6.34,10.51,95.24,37.72,35.12,117.13
No,NA,4.64,4.62,8.56,97.83,31.55,35.19,109.53
No,Hot,5.44,5.43,4.75,92.26,35.83,38.4,98.72
No,Neutral,6.59,6.31,2.16,89.34,33.42,36.58,114.59
Yes,Neutral,3.83,3.79,26.54,96.09,70.05,66.49,108.16
No,Neutral,6.1,6.01,17.67,99.26,20.24,17.72,98.78
Yes,Neutral,4.58,4.79,2.63,90.88,57.1,60.18,106.7
Yes,Cold,3.9,3.96,20.3,98.17,32.38,34.78,115.5
No,Cold,1.22,NA,3.37,82.9,49.31,53.24,96.09
Yes,Neutral,6.62,6.77,12.33,99.06,43.01,40.81,117.98
No,Neutral,4.55,4.71,10.78,88.97,25.48,25.22,108.92
No,Neutral,3.47,3.43,15.09,91.55,93.88,91.39,99.37
Yes,Hot,4.77,4.65,2.43,94.32,76.08,NA,98.72
No,Hot,4.76,4.67,1.99,88.99,31.91,NA,103.25
No,Cold,5.17,4.96,4.72,89.58,63.82,67.71,113.15
No,Neutral,6.54,6.24,6.06,NA,12.8,9.98,107.59
No,Cold,5.7,5.95,10.05,89.66,NA,87.9,106.26
No,Neutral,4.71,4.9,NA,73.25,25.91,28.86,103.53
Yes,Neutral,5.37,5.45,4.12,99.4,16.81,15.32,113.83
No,Neutral,5.48,5.57,3.52,94.73,50.47,52.19,108.15
No,Neutral,6.18,6.39,6.39,74.83,33.84,32.08,98.15
No,Neutral,1.85,1.77,5.36,71.69,40.4,38.94,108.75
No,Neutral,7.34,7.64,18.61,85.16,94.23,98.7,109.35
Yes,Cold,7.28,7.18,20.19,82.15,83.1,85.88,109.12
Yes,Hot,5.99,6.27,3.35,73.65,8.04,5.44,99.44
No,Neutral,4.37,4.33,NA,79.11,28.66,28.02,108.06
Yes,Neutral,2.44,2.52,1.34,94.97,76.03,76.2,101.42
No,Hot,NA,7.48,5.79,81.91,52.38,47.41,104.8
No,Neutral,9.19,9.39,NA,77.46,8.09,NA,99.01
No,Hot,3.88,3.84,30.47,69.86,NA,25.48,99.38
No,Neutral,5.46,5.46,3.91,96.32,13.83,16.84,102.18
Yes,Neutral,NA,7.46,29.66,90.75,53.57,55.08,109.14
No,Neutral,6.95,6.66,18.72,95.27,87.1,83.16,107.15
No,Cold,2.6,2.69,3.39,97.74,76.56,79.81,93.92
No,Neutral,4.92,4.75,16.83,83.46,77.51,81.36,98.59
Yes,Hot,4.96,5.13,38.65,87.03,6.67,9.39,102.99
Yes,Hot,4.42,4.51,8.43,78.88,82.43,85.85,100.72
No,Neutral,2.2,2.09,1.44,82.64,24.65,28.91,103.54
Yes,Cold,5.94,5.73,NA,NA,49.06,45.09,108.42
Yes,Neutral,4.92,5.1,39.2,98.61,49.81,47.44,112.23
No,Cold,7.67,7.3,5.19,99.53,71.1,71.2,101.81
No,Hot,2.49,2.42,24.99,93.2,74.34,76.39,91.05
No,Neutral,4.67,4.9,1.91,99.25,34.93,36.87,110.28
No,Neutral,2.22,2.17,28.55,98.74,NA,72.66,109.41
Yes,Neutral,5.99,6.28,NA,99.91,83.83,79.5,123.73
No,Cold,3.74,3.69,2.36,95.05,14.73,13.72,105.74
Yes,Cold,5.7,5.97,3.8,99.58,89.99,86.66,111.67
Yes,Hot,6.14,6.34,8.72,75.57,34.77,37.39,100.46
Yes,Neutral,4.91,4.9,10.98,67.19,67.77,70.6,103.26
No,Neutral,9.24,8.98,1.3,95.6,84.06,84.42,101.67
No,Hot,6.48,6.33,NA,NA,7.62,7.25,103.57
No,Neutral,3.41,3.29,45.62,71.24,24.95,25.93,95.58
No,Cold,6.34,6.2,16.99,94.22,38.09,38.08,106.36
Yes,Neutral,6.36,6.47,14.24,90.85,NA,64.93,116.04
No,Cold,4.39,4.27,3.63,97.75,3.96,4.86,102.73
No,Hot,4.61,4.49,1.49,91.39,14.72,14.48,94.63
Yes,Neutral,7.63,7.4,2.71,69.74,87.86,86,99.96
NA,Cold,6.4,6.37,14.44,73.91,28.55,32.29,115.94
Yes,Cold,5.12,5.35,1.91,81.44,33.19,35.34,112.31
Yes,Neutral,3.93,3.82,9.57,96.05,60.82,62.75,113.9
No,Neutral,2.53,2.46,NA,84.58,72.47,70.06,97.29
Yes,Neutral,1.43,1.48,8.73,90.56,39.11,34.89,98.48
No,Cold,5.22,5.21,NA,94.09,96.39,93.59,104.58
No,Neutral,5.28,5.44,35.38,85.66,11.17,15.45,113.39
No,Neutral,3.18,3.2,7.75,98.19,74.33,73.12,106.94
Yes,Cold,4.43,4.48,10.98,95.49,46.6,46.4,108.74
No,Neutral,8.54,NA,7.76,98.54,3.46,5.53,110.48
Yes,Hot,2.39,2.49,12.67,81.97,69.07,66.03,93.1
Yes,Hot,1,1.01,34.13,99.01,75.7,74.98,100.3
Yes,Hot,3.45,3.61,7.02,92.05,NA,85.29,94.69
NA,Cold,8.59,8.41,NA,73.75,89.67,91.18,113.93
Yes,Neutral,7.84,7.49,11,77.67,39.95,41.67,111.01
No,Hot,3.79,3.64,24.18,97.49,99.01,100,89.51
No,Hot,4.23,4.29,2.38,97.56,68.45,70.43,95.65
Yes,Hot,7.7,7.49,8.31,88.82,40.98,42.07,98.12
Yes,Neutral,3.55,3.49,21.82,91.6,10.65,15.38,111.39
Yes,Neutral,3.45,3.3,NA,86.35,31.66,30.36,111.3
Yes,Neutral,2.23,2.2,9.6,91.35,42.54,45.31,106.8
No,Neutral,3.48,3.64,15.98,87.21,54.54,52.15,105.1
Yes,Neutral,NA,7.65,1.31,73.15,32.51,37.2,104.9
Yes,Neutral,6.18,5.9,4.4,52.61,10.06,5.56,106.84
No,Neutral,5.38,5.64,12.19,76.06,17.35,22.19,102.85
No,Cold,NA,4.99,14.94,97.69,71.19,74.19,109.67
Yes,Neutral,2.72,2.83,23.4,98.82,55.91,51.04,105.26
Yes,Neutral,3.39,3.22,24.57,95.91,86.64,85.61,108.77
Yes,Neutral,7.21,7.43,4.35,88.72,60.83,60.73,111.99
No,Neutral,8.01,8,3.64,77.83,71.94,70.42,118.57
Yes,Neutral,7.46,7.37,33.5,50.3,33.59,34.09,112.76
No,Hot,4.73,4.75,9.96,79.23,88.22,85.14,85.44
Yes,Cold,6.77,6.81,4.44,71.9,45.13,40.89,119.04
Yes,Cold,8.29,8.62,29.57,93.88,57.25,60.3,119.66
Yes,Cold,NA,6.5,2.6,90.62,91.03,90.35,107.67
Yes,Hot,6.03,6.22,27.97,71.69,91.86,92.7,106.71
Yes,Cold,7.33,7.33,28.28,95.89,6.71,2.33,119.57
Yes,Neutral,4.43,4.34,29.96,NA,79.66,79.19,113.85
No,Cold,8.02,7.74,2.09,79.8,21.27,19.02,106.75
Yes,Neutral,3.83,3.7,1.39,74.51,29.79,29.62,111.41
NA,Cold,4.5,4.34,7.26,95.53,88.09,91.21,106.07
No,Neutral,3.51,3.38,NA,90.97,NA,26.06,102.67
Yes,Neutral,5.87,5.67,14.79,51.11,25.11,28.44,102.78
No,Hot,5.76,5.94,40.28,96.78,NA,41.78,91.15
Yes,Cold,7.26,7.21,10.63,86.5,82,80.37,112.55
Yes,Hot,2.71,2.61,8.64,87.58,14.38,10.15,86.92
Yes,Neutral,1.62,1.57,7.71,92.2,16.56,17.83,106.76
Yes,Cold,6.92,6.88,8,88.93,65.68,64.41,108.94
No,Neutral,4.82,4.63,NA,94.08,1.93,1,102.61
No,Hot,5.62,NA,13.32,98.51,97.74,100,99.89
Yes,Hot,4.13,4.05,1.98,73.66,95.3,92.72,92.11
No,Cold,5.73,5.98,3.88,96.38,59.12,60.31,108.01
Yes,Hot,6.22,6.03,16.54,90.36,57.09,55.38,104.47
Yes,Neutral,4.4,4.34,3.53,65.89,18.2,19.21,109.4
No,NA,6.65,6.8,11.96,81.44,36.78,40.51,106.02
No,Neutral,7.66,7.81,NA,96.46,48.81,53.35,104.85
No,Neutral,4.91,4.68,14.25,98.82,92.55,NA,110.08
No,Hot,5.01,5.24,3.16,84.02,14.72,NA,100.81
No,Cold,5.62,5.76,NA,52.44,71.37,73.41,104.93
No,Hot,6.67,6.46,43.98,96.54,35.95,34.38,105.32
Yes,Neutral,4.39,4.45,16.16,82.78,91.9,95.92,116.16
Yes,Neutral,5,5.03,11.61,91.97,90.8,94.67,91.99
Yes,NA,3.1,3.05,12.71,78.48,43.04,43.58,113.46
Yes,Neutral,6.44,6.47,63.12,95.11,14.38,12.29,118.52
No,Neutral,6.34,6.31,13.22,90.17,11.4,10.74,102.79
Yes,Neutral,5.63,5.89,18.93,72.31,63.54,63.02,96.78
No,Cold,6.82,6.92,7.45,99.86,40.13,36.59,110.05
Yes,Neutral,1.76,NA,14.98,99.87,3.14,1,111.59
Yes,Neutral,1.83,1.9,5,92,21.2,20.35,105.74
Yes,Neutral,4.78,4.79,17.14,98.53,7.72,12.63,108.63
No,Neutral,6.88,6.55,1.09,95.41,NA,38.16,99.11
Yes,Neutral,3.56,3.7,NA,95.33,48.48,50.76,110.93
No,Neutral,NA,5.55,5.62,99.35,32.29,33.05,110.29
No,Neutral,3.46,3.54,5.22,92.88,10.74,11.26,105.39
No,Hot,5.31,5.22,29.15,96.12,65.13,62.61,101.7
No,Cold,4.79,4.91,5.46,NA,99.17,100,98.36
Yes,Neutral,2.98,3.03,10.06,88.45,5.58,4.66,117.44
Yes,NA,7.81,7.77,2.19,55.14,85.47,83.39,109.94
Yes,Cold,5.85,5.74,6.75,89.26,35.14,34.64,113.56
NA,Cold,3.53,3.57,5.12,98.11,53.48,56.04,105.72
No,Neutral,5.46,5.44,1.18,81.45,49.08,47.17,109.61
Yes,Hot,7.42,7.39,2.96,97.08,32.87,35.51,93.61
No,Hot,4.7,4.79,3.38,81.37,94.37,94.68,99.54
No,Cold,8.28,7.89,1.19,99.42,60.4,58.3,108.11
No,Neutral,4.89,5.01,NA,82.96,10.05,12.84,101.67
Yes,Hot,3.72,3.72,12.76,85.25,48.04,49.23,104.66
Yes,Hot,2.24,2.3,5.39,99.5,88.29,84.53,106.25
Yes,Neutral,3.11,3.2,5.8,95.5,6.69,8.79,109.02
No,Neutral,4.93,4.73,3.11,90.05,90.03,90.98,97.17
Yes,Neutral,6.3,6.24,12.69,93.49,16.18,20.65,112.42
No,Neutral,3.02,3.02,10.63,96.19,53.63,52.2,114.02
No,Cold,7.19,7.32,2.79,94.71,76.23,78.11,105.1
No,Neutral,1.19,1.23,5.32,82.49,36.67,31.75,107.25
Yes,Hot,7.73,7.61,5.09,77.2,95.25,96.96,101.09
No,Hot,2.79,2.71,34.23,94.55,81.61,85.89,89.3
Yes,Neutral,3.56,3.4,7.44,99.3,50.59,53.61,118.98
No,Neutral,2.16,2.23,22.39,95.86,77.99,74.58,104.3
No,Neutral,7.11,NA,12.76,99,21.72,17.98,114.63
No,Cold,NA,2.08,7.61,91.88,30.87,32.64,102.41
Yes,Cold,1.45,1.5,3.73,98.03,75.9,70.94,104.53
No,Neutral,4.33,4.3,5.44,82.2,37.37,41.11,103.28
No,Cold,2.46,NA,16.25,NA,47.3,NA,106.94
No,Neutral,1.87,1.85,20.49,90.08,79.65,77.46,102.83
Yes,Neutral,6.71,6.53,24.21,97.74,16.8,12.48,116.53
No,Neutral,1.63,1.68,3.51,94.28,NA,13.35,89.37
Yes,Neutral,2.15,NA,8.73,95.64,74.86,77.37,98.93
Yes,Hot,4.15,4.35,11.51,93.23,NA,57.49,99.7
Yes,Hot,2.75,NA,1.54,74.78,27.21,28.6,93.22
NA,NA,1.48,1.54,30.49,93.29,79.26,83.81,116.18
Yes,Hot,5.22,5.14,8.05,77.88,36.91,33.44,101.38
No,Cold,8.09,8.05,4.18,96.66,77.8,80.32,120.03
No,Neutral,2.16,2.25,17.77,99.6,66.43,NA,114.59
No,Hot,2.54,2.5,NA,NA,77.01,79.23,90.26
Yes,Neutral,3.46,3.48,8.5,92.99,87.93,84.92,113.3
Yes,Neutral,2.28,2.17,10.37,NA,23.18,26.4,114.23
No,Hot,4.91,4.92,5.68,83.87,15.31,17.19,94.01
Yes,Neutral,4.35,4.47,10.68,62.45,90.08,85.98,107.48
Yes,Neutral,2.12,2.06,12.79,77.45,97.31,100,106.69
Yes,Cold,9.03,8.85,1.08,89.69,26.67,26.61,104.97
Yes,Cold,5.92,5.75,NA,82.2,52.85,57.46,109.72
No,Hot,3.33,3.26,27.06,86.25,13.81,9.46,100.05
No,Neutral,6.87,NA,31.05,68.17,29.39,29.52,103.53
NA,Hot,9.98,9.96,2.15,88.26,93.55,89.34,107.28
No,Hot,5,5.14,5.17,88.28,80.84,77.24,96.01
No,Cold,4.17,4.18,1.63,67.24,16.02,19.08,107.61
NA,Neutral,7.23,NA,4.38,98.18,78.24,74.67,113.71
No,Neutral,3.81,3.85,4.54,98.87,83.32,79.49,100.49
No,Neutral,6.64,6.71,2.44,96.42,88.66,84.23,107.86
Yes,Cold,4.23,4.37,18.28,99.17,29.16,32.01,113.85
No,Neutral,3.13,3.11,3.29,93.75,15.47,NA,102.05
No,Hot,4.25,4.38,7.91,76.69,14.55,10.87,101.96
Yes,Cold,5.41,NA,9.12,85.19,39.27,43.13,107.51
No,Neutral,2.32,2.22,8.16,35.94,61.49,57.37,107.39
Yes,Neutral,1.82,1.91,6.87,66.04,1.29,1,108.06
No,Cold,4.62,4.58,4.3,98.6,34.15,34.99,113.81
No,Hot,6,5.87,11.6,90.31,29.43,31.63,99.6
Yes,Neutral,1.18,1.21,11.15,95.12,58.39,54.47,94.36
No,Neutral,NA,5.67,6.29,NA,31.79,36.64,109.66
No,Neutral,4.09,4.1,41.66,88.23,29.2,24.35,105.56
No,Neutral,6.73,NA,28.47,93.9,82.62,81.45,109.88
No,Hot,4.64,4.61,3.79,88.66,47.94,50.23,92.05
Yes,Neutral,4.96,5.04,16.42,95.66,26.17,25.39,107.31
Yes,Neutral,6.99,7.16,23.04,86.53,80.6,84.15,109.49
Yes,Neutral,5.01,5.18,6.26,80.12,67.02,62.25,108.82
No,Neutral,8.57,8.97,20.27,67.82,33.93,30.78,110.72
No,Hot,3.22,3.12,7.02,96.88,64.86,63.57,90.19
No,Cold,8.62,9.02,10.85,42.31,80.98,77.36,99.19
No,Neutral,5.01,5.21,3.85,98.04,92.78,88.38,99.71
Yes,Neutral,2.3,2.27,4.27,10.71,78.48,75.9,112.49
No,Neutral,3.85,3.8,12.07,99.49,78.31,76.42,108.25
Yes,Neutral,7.97,7.82,17.57,90.24,35.47,39.76,115.04
Yes,Neutral,6.42,6.11,35.17,90.94,45.91,41.72,112.67
Yes,Neutral,4.65,4.72,3.56,99.53,94.75,96.14,110.33
No,Neutral,5.67,5.59,16.14,57.4,61.6,59.76,106.59
No,Neutral,2.63,2.59,7.43,92.79,67.39,63.68,108.17
No,Neutral,4.03,4.1,5.85,98.69,16.71,18.64,98.84
No,Hot,6.48,6.76,4.79,84.25,40.19,43.75,90.62
Yes,NA,3.63,3.75,3.92,92.22,52.61,53.27,112.55
Yes,Hot,7.73,7.97,80,90.76,36.31,31.45,96.92
Yes,Cold,3.18,3.25,19,91.44,44.22,43.34,110.95
No,Neutral,2.38,2.35,18.25,97.44,20.18,24.01,108.53
No,Neutral,3.79,3.73,3.7,99.55,76.55,75.23,96.67
No,Cold,4.13,4.17,5.07,NA,52.13,55.58,111.57
Yes,Neutral,5.65,5.75,44.26,96.62,53.39,49.4,107.41
Yes,Neutral,3.67,3.65,13.36,83.16,90.25,93.87,108.32
No,Neutral,4.03,4.03,1.48,86.79,79.2,84.11,97.35
NA,Hot,5.62,5.82,23.62,97.16,22.53,23.52,107.69
No,Hot,3.68,3.87,37.53,99.49,75.1,75.46,98.79
Yes,Hot,6.16,6.13,9.5,98.11,88.15,91,102.07
No,Hot,2.01,2.05,12.91,93.22,58.51,54.31,100.61
Yes,Neutral,2.78,2.84,7.01,73.07,33.84,29.83,112.97
Yes,Cold,7.02,7.24,2.44,NA,46.78,46.65,104.92
No,Neutral,6.02,5.86,4.69,92.69,25.9,29.45,100.31
Yes,Neutral,5.67,5.39,42.06,76.61,34.76,31.19,115.66
No,Neutral,5.96,6.21,14.29,93.98,65.82,68.05,107
No,Neutral,2.77,2.72,3.75,95.29,47.06,44.71,106.47
No,Cold,NA,8.03,9.23,82.76,64.96,68.3,103.47
No,NA,5.14,5.09,4.5,94.31,19.76,NA,104.21
No,Neutral,2.95,3,6.88,90.42,35.43,38.92,100.9
Yes,Neutral,3.18,3.34,4.65,89.98,41.02,41.72,105.69
Yes,Neutral,4.71,4.94,7.37,76.95,33.9,34.06,105.58
Yes,Neutral,7.28,7.37,5.23,78.93,19.03,14.56,112.43
Yes,Neutral,3.65,3.49,19.84,96.85,56.93,60.66,112.2
Yes,Neutral,4.65,4.54,3.96,90.53,32.36,33.57,108.07
No,Neutral,5.87,5.68,15.9,84.09,46.7,43.81,103.17
Yes,Hot,4.51,4.35,3.03,97.55,70.46,66.69,96.4
Yes,Neutral,NA,6.15,9.79,90.51,72.64,67.87,111.48
Yes,Hot,6.09,NA,28.29,NA,22.93,24.76,100.17
Yes,Neutral,8.78,9.2,10.58,85.37,88.75,84.78,115.86
Yes,Neutral,1.3,1.29,11.86,95.13,30.61,29.1,102.15
Yes,Neutral,6.19,6.08,11.27,77.15,95,99.99,115.06
No,Hot,3.88,3.9,8.51,92.91,1.19,3.86,93.58
Yes,Cold,2.66,2.62,5.41,80.74,2.03,5.98,107.26
Yes,Neutral,1,0.98,5.07,98.89,72.97,70.91,104.37
Yes,Hot,4.6,4.64,7.27,99.06,4.75,3.57,100.44
No,Cold,8.96,8.79,4.42,NA,92.01,96.57,112.11
No,Hot,4.25,4.43,19.32,80.67,89.93,94.05,102.55
Yes,Neutral,5.98,5.97,9.58,97.88,17.83,NA,109.85
Yes,Neutral,3.53,3.48,25.07,88.41,78.83,76.44,111.27
No,Hot,4.06,3.98,1.76,95.33,NA,64.28,88.65
No,Cold,6.74,6.67,2.5,95.22,37.6,41.86,113.28
Yes,Cold,3.16,3.02,18.82,74.54,22.28,17.39,99.18
No,Neutral,5.87,5.68,29.09,93.35,58.87,54.8,107.57
No,Neutral,4.34,4.54,8.01,99.4,34.37,31.54,112.04
No,Neutral,3.87,3.96,26.84,94.87,87.93,92.2,100.56
Yes,Neutral,6.21,6.36,56.82,86.56,63.21,58.89,107.45
NA,Neutral,3.15,3.23,28.44,NA,95.03,99.72,116.85
Yes,Cold,5.8,5.83,17.89,85.48,67.74,68.08,105.2
No,NA,3.01,2.99,13.14,91.99,46.94,47.88,101.53
Yes,Neutral,6.74,6.96,10.07,83.47,NA,23.41,102.58
No,Hot,5.76,5.53,4,82.49,20.38,16.44,97.95
Yes,Neutral,3.05,2.97,3.83,82.83,22.53,22.77,106.97
No,NA,6.25,6.41,11.33,92.88,45.09,47.46,110.37
Yes,Neutral,5.34,5.47,3.88,93.12,36.33,40.3,109.81
No,Neutral,8.16,8.06,3.86,88.65,92.6,91.39,113.66
Yes,Neutral,4.19,4.27,17.08,94.33,22.79,20.23,98.43
Yes,Cold,1,1.03,2.99,89.57,7.85,NA,110.87
No,Neutral,2.84,2.76,7.23,89.02,4.87,1.58,107.39
Yes,Neutral,6.66,6.67,25.31,NA,15.07,14.92,114.73
Yes,Cold,3.92,4,2.91,97.68,33.93,36.89,109.97
No,Neutral,3.24,3.36,3.01,63.72,60.94,64.77,108.89
Yes,Cold,1,1.02,18.68,99.64,16.87,13.45,113.98
No,Neutral,2.1,2.02,17.08,97.8,73.91,78.53,106.89
No,Neutral,5.98,5.74,7.6,37.95,20.25,19.73,105.75
Yes,Neutral,5.01,5.04,17.29,84.68,81.93,81.26,118.67
Yes,Neutral,4.66,4.62,20.39,47.64,46.96,42.53,100.05
No,Neutral,7.37,7.07,25.67,97.29,37.88,40.7,108.99
No,Hot,5.84,5.68,3.35,98.88,46.03,48.74,94.64
No,Cold,7.24,7.17,NA,NA,58.13,58.79,101.14
No,Neutral,1.02,1.04,5,98.61,68.97,64.08,104.9
Yes,Cold,NA,7.31,2.51,78.46,23.11,18.55,113.18
Yes,Neutral,7.32,7.27,4,99.31,5.22,2.14,108.58
Yes,Neutral,1,0.98,3.58,91.04,33.06,30.69,106.86
No,Hot,6.22,6.13,12.28,93.69,92.03,90.51,90.85
No,Neutral,2.68,2.68,4.88,78.08,59.21,56.83,95.57
No,Neutral,5.54,5.5,10.33,83.96,2.18,2.22,101.71
Yes,Cold,3.53,3.59,13.93,98.46,64.34,66.6,105.75
Yes,Neutral,3.73,3.79,16.28,83.88,87.59,83.11,103.67
Yes,Cold,4.66,4.52,19.49,80.96,45.19,48.97,104.8
No,Neutral,3.38,3.51,15.56,73.49,37.5,41.25,105.17
Yes,Hot,2.52,2.6,2.7,91.2,50.76,52.25,91.01
Yes,Neutral,7.31,7.64,11.21,94.72,74.7,72.03,119.56
Yes,Neutral,7.55,7.89,30.41,89.2,20.2,18.7,112.25
No,Cold,5.66,5.76,14.63,98.94,88.14,87.41,113.11
Yes,Neutral,8.45,8.44,22.45,80.59,41.07,37.76,104.76
Yes,Neutral,4.91,4.73,20.59,98.65,55.58,53.84,113.32
No,Neutral,5.85,5.71,5.89,98.44,84.62,86.23,108.56
Yes,Neutral,3.08,3.12,NA,97.09,85.25,89.83,110.27
Yes,Cold,6.47,6.25,2.72,59.05,39.09,42.82,102.16
Yes,Cold,6.72,6.95,8.02,97.52,7.36,11.26,110.06
Yes,Cold,4.19,4.18,41.41,79.99,41.61,41.86,113.99
Yes,Cold,3.62,3.8,4.06,84.9,75.51,78.37,106.15
No,Hot,5.46,5.61,8.65,82.22,73.02,77.98,102.45
No,Hot,6.45,6.43,1.98,97.13,85.25,86.69,91.87
No,Cold,3.83,3.68,NA,96.98,29.69,34.37,114.42
No,Neutral,3.62,3.74,4.71,91.01,50.93,51.48,114.73
Yes,Neutral,7.37,7.59,8.21,76.7,20.76,18.61,102.92
Yes,Neutral,3.92,3.96,2.37,82.3,21.23,19.67,107.7
Yes,Hot,1.53,1.53,14.67,83.99,13.94,12.84,90.24
Yes,Neutral,4.74,4.6,17.04,73.57,80.12,78.4,105.55
Yes,NA,4.77,4.69,11.33,85.4,10.35,NA,95.97
Yes,Cold,4.82,4.66,4.47,88.39,95.44,90.99,117.47
No,Neutral,4.4,4.25,2.7,98.59,3.09,1,107.22
No,Hot,4.4,4.51,10.7,78.59,41.26,40.69,93.2
Yes,Neutral,3.08,3,11.54,93.73,11.27,12.29,114.39
Yes,Cold,2.86,2.95,6.01,73.46,38.73,42.74,104.57
Yes,Neutral,3.78,3.83,13.16,97.48,93.03,97.84,110.83
Yes,Cold,6.76,6.9,27.99,88.48,96.4,93.82,105.7
No,Neutral,4.76,4.71,NA,73.61,36.29,35.06,95.07
Yes,Neutral,7.45,7.37,12.51,84.94,61.07,58.91,113.04
No,Cold,6.04,5.96,30.52,81.64,5.45,8.53,106.99
No,Neutral,5.61,5.64,1.91,62.21,40.22,41.88,107.01
Yes,Hot,10,10.1,4.83,90.27,31.9,29.34,97.39
